name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990
EBIT,"9,279,000,000","997,000,000","3,688,000,000","2,073,000,000","2,521,000,000","2,081,000,000","1,061,000,000","-2,733,000,000","2,244,000,000","2,144,000,000","-1,251,000,000","2,658,000,000","2,604,000,000","1,273,000,000","2,928,000,000","2,352,000,000","2,323,000,000","2,423,000,000","3,962,000,000","4,384,000,000","3,878,000,000","4,185,000,000","4,518,000,000","4,626,000,000","4,732,000,000","5,667,000,000","5,637,000,000","5,651,000,000","5,392,000,000","4,359,966,000","3,474,186,000","4,409,110,000","3,024,738,000","1,185,933,000","1,153,638,000","1,153,607,000","1,021,935,000","1,108,369,000","1,040,409,000","1,058,017,000","766,101,000","893,841,000","1,018,084,000","1,028,696,000","915,801,000","840,145,000","994,666,000","1,010,912,000","1,176,786,000","1,076,737,000","908,423,000","773,984,000","812,474,000","768,260,000","693,834,000","616,366,000","668,046,000","514,485,000","547,030,000","542,848,000","560,144,000","485,224,000","413,108,000","365,315,000","371,652,000","362,029,000","249,885,000","276,757,000","222,430,000","165,298,000","163,770,000","158,198,000","144,423,000","87,977,000","79,173,000","107,772,000","55,002,000","32,839,000","35,917,000","19,194,000","-6,943,000","-24,924,000","-360,868,000","-33,895,000","-25,802,000","-18,651,000","-20,941,000","-5,785,000","-6,941,000","-9,800,000","-16,200,000","-17,500,000","-19,400,000","-20,300,000","-21,700,000","-19,800,000","-12,200,000","-17,400,000","-15,100,000","-1,400,000","-11,900,000","-12,300,000","5,500,000","-15,900,000","-13,300,000","-9,900,000","-9,000,000","-10,000,000","-9,200,000","-7,900,000","-8,100,000","-9,100,000","-7,600,000","-6,800,000","-5,800,000","-6,900,000","-4,800,000","-3,700,000","-2,800,000","-7,200,000","500,000","200,000","200,000","-4,900,000","100,000","100,000","100,000"
EBITDA,"11,329,000,000"
ReconciledCostOfRevenue,"6,601,000,000","2,627,000,000","1,223,000,000","1,390,000,000","1,361,000,000","1,398,000,000","1,141,000,000","1,064,000,000","969,000,000","1,683,000,000","1,035,000,000","1,000,000,000","957,000,000","1,570,000,000","1,086,000,000","1,196,000,000","1,001,000,000","1,256,000,000","1,032,000,000","1,126,000,000","957,000,000","1,075,000,000","1,129,000,000","864,000,000","1,193,000,000","1,062,000,000","1,064,000,000","998,000,000","882,000,000","1,062,780,000","987,306,000","924,709,000","813,205,000","857,523,000","681,868,000","684,663,000","634,448,000","675,818,000","597,269,000","617,345,000","580,931,000","584,447,000","531,989,000","533,863,000","474,111,000","496,337,000","477,584,000","455,525,000","440,430,000","473,399,000","409,700,000","383,045,000","329,414,000","321,531,000","300,183,000","265,684,000","239,848,000","215,542,000","198,460,000","183,131,000","171,638,000","155,289,000","109,791,000","77,883,000","90,357,000","74,144,000","65,498,000","63,269,000","57,415,000","48,704,000","40,842,000","42,092,000","34,949,000","33,277,000","25,936,000","32,106,000","21,372,000","19,552,000","20,412,000","17,718,000","12,042,000","13,178,000","9,208,000","10,797,000","10,581,000","4,177,000","6,673,000","5,600,000","5,054,000","4,700,000","-500,000","-800,000","-700,000","-600,000","-600,000","-600,000","-500,000","-500,000","-600,000","-400,000","-300,000","-400,000","-400,000","-1,700,000","-1,100,000","-1,100,000","-1,100,000","-1,100,000","-2,800,000","6,200,000","-900,000","-800,000","-900,000","-600,000","-500,000","-400,000","-700,000","-400,000","-400,000",,,,,,,,
ReconciledDepreciation,"2,050,000,000","535,000,000","523,000,000","519,000,000","473,000,000","427,000,000","355,000,000","349,000,000","349,000,000","350,000,000","347,000,000","348,000,000","359,000,000","358,000,000","358,000,000","356,000,000","357,000,000","397,000,000","297,000,000","298,000,000","294,000,000","292,000,000","299,000,000","284,000,000","283,000,000","278,000,000","278,000,000","273,000,000","269,000,000","275,381,000","266,672,000","266,907,000","241,040,000","127,959,000","69,242,000","73,177,000","74,326,000","73,631,000","70,996,000","67,412,000","66,167,000","73,425,000","73,001,000","74,892,000","80,914,000","77,517,000","69,053,000","58,801,000","60,106,000","64,110,000","57,051,000","52,635,000","39,148,000","26,831,000","34,667,000","24,230,000","16,739,000","9,465,000","15,532,000","14,611,000","11,671,000","11,767,000","11,684,000","12,590,000","11,243,000","11,873,000","11,332,000","6,435,000","6,137,000","6,429,000","6,118,000","6,011,000","5,850,000","6,157,000","5,152,000","4,951,000","4,599,000","3,889,000","3,748,000","3,433,000","3,358,000","3,845,000","3,793,000","3,608,000","3,445,000","3,321,000","2,710,000","3,084,000","2,893,000","3,100,000","7,800,000","900,000","800,000","700,000","700,000","700,000","700,000","700,000","800,000","700,000","800,000","800,000","800,000","1,800,000","1,100,000","1,100,000","1,100,000","1,100,000","1,000,000","900,000","900,000","800,000","800,000","700,000","500,000","400,000","500,000","400,000","400,000",,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"6,225,000,000","382,000,000","2,592,000,000","1,522,000,000","1,729,000,000","1,551,000,000","360,000,000","-3,339,000,000","1,551,000,000","2,696,000,000","-1,165,000,000","1,880,000,000","1,975,000,000","3,000,000","2,097,000,000","1,817,000,000","1,538,000,000","-3,865,000,000","2,718,000,000","3,073,000,000","2,702,000,000","3,108,000,000","3,330,000,000","3,497,000,000","3,566,000,000","4,683,000,000","4,600,000,000","4,492,000,000","4,333,000,000","3,486,723,000","2,731,274,000","3,655,593,000","2,227,410,000","791,411,000","788,606,000","772,605,000","722,186,000","762,541,000","675,505,000","711,564,000","441,956,000","665,145,000","741,124,000","746,227,000","651,141,000","629,419,000","704,876,000","712,061,000","854,901,000","802,212,000","673,033,000","571,398,000","589,112,000","568,194,000","504,005,000","442,828,000","496,127,000","401,642,000","398,319,000","407,930,000","407,407,000","-1,665,647,000","-52,164,000","265,150,000","262,704,000","281,602,000","179,232,000","195,967,000","157,113,000","110,244,000","113,240,000","111,459,000","114,428,000","192,583,000","73,096,000","100,372,000","-438,054,000","35,479,000","20,757,000","19,711,000","-3,850,000","131,577,000","-25,196,000","-32,387,000","-22,812,000","-15,595,000","-17,564,000","-4,186,000","-5,761,000","-9,000,000","-30,400,000","-15,000,000","-15,800,000","-16,300,000","-17,600,000","-14,800,000","-7,400,000","-12,400,000","-10,300,000","2,700,000","-7,900,000","-8,000,000","9,300,000","-12,200,000","-10,800,000","-8,400,000","-7,900,000","-8,900,000","-8,200,000","-7,000,000","-7,200,000","-8,400,000","-6,700,000","-5,800,000","-4,800,000","-5,700,000","-3,900,000","-2,700,000","-1,800,000",,,,,"-1,000,000","-900,000","-1,000,000","-1,000,000"
TotalUnusualItemsExcludingGoodwill,"-177,000,000","0","-19,000,000","-96,000,000","-62,000,000","-64,000,000","-1,171,000,000","-4,524,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,505,000","-1,075,000","-34,085,000",,,,,,,,,"0","0","0",,"0",,"-10,851,000",,,,,,"-2,038,483,000","-355,568,000",,,,,,,"-75,830,000","15,460,000",,"20,576,000","-29,513,000","4,875,000",,"-488,599,000","0","-16,048,000",,,"159,901,000","8,254,000",,"-390,000","-973,000","-246,000","-718,000","-921,000","-1,300,000","-16,300,000","2,600,000","3,600,000","4,300,000","4,100,000","5,000,000","5,000,000","5,400,000","4,700,000","4,200,000","4,000,000","4,800,000","3,900,000","3,700,000","2,600,000","1,500,000","1,000,000","2,000,000","1,000,000","900,000","1,000,000","1,200,000","900,000","1,000,000","1,100,000","1,400,000","900,000","1,000,000","1,000,000",,,,,,,,
TotalUnusualItems,"-177,000,000","0","-19,000,000","-96,000,000","-62,000,000","-64,000,000","-1,171,000,000","-4,524,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,505,000","-1,075,000","-34,085,000",,,,,,,,,"0","0","0",,"0",,"-10,851,000",,,,,,"-2,038,483,000","-355,568,000",,,,,,,"-75,830,000","15,460,000",,"20,576,000","-29,513,000","4,875,000",,"-488,599,000","0","-16,048,000",,,"159,901,000","8,254,000",,"-390,000","-973,000","-246,000","-718,000","-921,000","-1,300,000","-16,300,000","2,600,000","3,600,000","4,300,000","4,100,000","5,000,000","5,000,000","5,400,000","4,700,000","4,200,000","4,000,000","4,800,000","3,900,000","3,700,000","2,600,000","1,500,000","1,000,000","2,000,000","1,000,000","900,000","1,000,000","1,200,000","900,000","1,000,000","1,100,000","1,400,000","900,000","1,000,000","1,000,000",,,,,,,,
NormalizedEBITDA,"11,506,000,000","1,532,000,000","4,230,000,000","2,688,000,000","3,056,000,000","2,572,000,000","2,587,000,000","2,140,000,000","2,593,000,000","2,494,000,000","-904,000,000","3,006,000,000","2,963,000,000","1,631,000,000","3,286,000,000","2,708,000,000","2,680,000,000","2,820,000,000","4,259,000,000","4,682,000,000","4,172,000,000","4,477,000,000","4,817,000,000","4,910,000,000","5,015,000,000","5,945,000,000","5,915,000,000","5,924,000,000","5,661,000,000","4,635,347,000","3,740,858,000","4,676,017,000","3,265,778,000","1,313,892,000","1,222,880,000","1,226,784,000","1,096,261,000","1,182,000,000","1,114,910,000","1,126,504,000","866,353,000","967,266,000","1,091,085,000","1,103,588,000","996,715,000","917,662,000","1,063,719,000","1,069,713,000","1,236,892,000","1,140,847,000","965,474,000","826,619,000","851,622,000","795,091,000","728,501,000","651,447,000","684,785,000","523,950,000","562,562,000","557,459,000","571,815,000","2,535,474,000","780,360,000","377,905,000","382,895,000","373,902,000","261,217,000","283,192,000","228,567,000","247,557,000","154,428,000","164,209,000","129,697,000","123,647,000","79,450,000","112,723,000","548,200,000","36,728,000","55,713,000","22,627,000","-3,585,000","-180,980,000","-365,329,000","-30,287,000","-21,967,000","-14,357,000","-17,985,000","-1,983,000","-3,127,000","-5,400,000","7,900,000","-19,200,000","-22,200,000","-23,900,000","-25,100,000","-24,100,000","-16,500,000","-22,100,000","-19,000,000","-4,900,000","-15,100,000","-16,300,000","2,400,000","-17,800,000","-14,800,000","-10,300,000","-8,900,000","-10,900,000","-7,400,000","-7,900,000","-8,200,000","-9,500,000","-7,600,000","-7,100,000","-6,400,000","-7,900,000","-5,000,000","-4,300,000","-3,400,000","-7,200,000","500,000","200,000","200,000","-4,900,000","100,000","100,000","100,000"
TaxRateForCalcs,"0.251","0.27","0.248","0.165","0.239","0.149","0.27","0.27","0.232","0.27","0.222","0.222","0.163","0.27","0.212","0.128","0.243","0.4","0.261","0.254","0.254","0.209","0.222","0.205","0.208","0.138","0.161","0.184","0.173","0.182","0.192","0.152","0.246","0.293","0.273","0.286","0.237","0.258","0.294","0.272","0.346","0.192","0.244","0.244","0.26","0.217","0.269","0.286","0.265","0.245","0.248","0.247","0.263","0.221","0.277","0.284","0.28","0.261","0.308","0.285","0.299","0.4","0.4","0.335","0.339","0.257","0.32","0.32","0.32","0.322","0.32","0.31","0.31","0.4","0.05","0.05","0.4","0.029","0.026","0.031","0.2","0.024","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",,,,,"0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-44,427,000","0","-4,712,000","-15,840,000","-14,818,000","-9,525,909.592","-316,170,000","-1,221,480,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,032,063.586","-292,171.686","-11,787,522.558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3,082,338.926","0","0","0","0","0","-815,393,200","-142,227,200","0","0","0","0","0","0","-24,391,392.321","4,947,174.006","0","6,378,587.296","-11,805,200","244,221.972","0","-195,439,600","0","-414,248.838","0","0","3,759,444.64","3,301,600","0","-156,000","-389,200","-98,400","-287,200","-368,400","-520,000","-6,520,000","1,040,000","1,440,000","1,720,000","1,640,000","2,000,000","2,000,000","2,160,000","1,880,000","1,680,000","1,600,000","1,920,000","1,560,000","1,480,000","1,040,000","600,000","400,000","800,000","400,000","360,000","400,000","480,000","360,000","400,000","440,000","560,000","360,000","400,000","400,000",,,,,"0","0","0","0"
