name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,08/31/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,08/31/2002,06/30/2002,05/31/2002,03/31/2002,12/31/2001,09/30/2001,08/31/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,08/31/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,08/31/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
	DepreciationAmortizationDepletionIncomeStatement,"762,000,000","165,000,000","263,000,000","169,000,000","165,000,000","167,000,000","166,000,000","168,000,000","164,000,000","175,000,000","165,000,000","166,000,000","170,000,000","165,000,000","412,000,000","189,000,000","178,000,000","217,000,000","176,000,000","178,000,000","180,000,000","183,000,000","182,000,000","178,000,000","181,000,000","181,000,000","180,000,000","180,000,000","175,000,000","177,000,000","178,000,000","174,000,000","172,000,000","173,000,000","177,000,000","174,000,000","177,000,000","279,000,000","160,000,000","159,000,000","153,000,000","213,000,000","149,000,000","149,000,000","141,000,000","183,000,000","134,000,000","139,000,000","136,000,000","184,000,000","138,000,000","196,000,000","178,000,000","194,000,000","133,000,000","131,000,000","124,000,000","163,000,000","119,000,000","119,000,000","116,000,000","145,000,000","119,000,000","107,000,000","89,000,000","114,000,000","85,000,000","86,000,000","84,000,000","104,000,000","85,000,000","83,000,000","83,000,000",,,"86,000,000","86,000,000","88,000,000",,,"86,000,000",,"84,000,000","84,000,000",,,"87,000,000",,"77,000,000",,,"75,000,000","75,000,000","74,000,000",,,"68,000,000",,,"59,000,000","59,000,000","67,000,000","58,000,000","78,000,000","56,000,000","51,000,000","51,000,000","54,000,000","41,000,000","33,000,000","34,000,000","-3,000,000","59,000,000","24,000,000","42,000,000","48,000,000","40,300,000","41,000,000","40,000,000"
		DepreciationAndAmortizationInIncomeStatement,"762,000,000","165,000,000","263,000,000","169,000,000","165,000,000","167,000,000","166,000,000","168,000,000","164,000,000","175,000,000","165,000,000","166,000,000","170,000,000","165,000,000","412,000,000","189,000,000","178,000,000","217,000,000","176,000,000","178,000,000","180,000,000","183,000,000","182,000,000","178,000,000","181,000,000","181,000,000","180,000,000","180,000,000","175,000,000","177,000,000","178,000,000","174,000,000","172,000,000","173,000,000","177,000,000","174,000,000","177,000,000","279,000,000","160,000,000","159,000,000","153,000,000","213,000,000","149,000,000","149,000,000","141,000,000","183,000,000","134,000,000","139,000,000","136,000,000","184,000,000","138,000,000","196,000,000","178,000,000","194,000,000","133,000,000","131,000,000","124,000,000","163,000,000","119,000,000","119,000,000","116,000,000","145,000,000","119,000,000","107,000,000","89,000,000","114,000,000","85,000,000","86,000,000","84,000,000","104,000,000","85,000,000","83,000,000","83,000,000",,,"86,000,000","86,000,000","88,000,000",,,"86,000,000",,"84,000,000","84,000,000",,,"87,000,000",,"77,000,000",,,"75,000,000","75,000,000","74,000,000",,,"68,000,000",,,"59,000,000","59,000,000","67,000,000","58,000,000","78,000,000","56,000,000","51,000,000","51,000,000","54,000,000","41,000,000","33,000,000","34,000,000","-3,000,000","59,000,000","24,000,000","42,000,000","48,000,000","40,300,000","41,000,000","40,000,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,000,000","59,000,000","67,000,000","58,000,000","78,000,000","56,000,000","51,000,000","51,000,000","54,000,000","41,000,000","33,000,000","34,000,000","-3,000,000","59,000,000","24,000,000","42,000,000","48,000,000","40,300,000","41,000,000","40,000,000"
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-932,000,000",,,"-1,107,000,000","-903,000,000","-1,406,000,000","-1,013,000,000","-979,000,000","-732,000,000","-1,052,000,000","-772,000,000",,"-719,000,000","-970,000,000","-767,000,000","-796,000,000","-722,000,000","-976,000,000","-728,000,000",,"-769,000,000","-737,000,000","-1,066,000,000","-728,000,000",,"-770,000,000",,"-681,000,000","-913,000,000","-758,000,000",,"-826,000,000","-720,000,000","-434,000,000","-156,000,000",,"-139,000,000","-145,000,000","-232,000,000","-136,000,000",,"-143,000,000","-136,000,000",,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"890,000,000","269,000,000","252,000,000","209,000,000","160,000,000","145,000,000","109,000,000","113,000,000","319,000,000","314,000,000","320,000,000","334,000,000","327,000,000","330,000,000","321,000,000","336,000,000","315,000,000","321,000,000","309,000,000","324,000,000","319,000,000","325,000,000","321,000,000","332,000,000","328,000,000","322,000,000","322,000,000","330,000,000","321,000,000","315,000,000","314,000,000","320,000,000","315,000,000","305,000,000","313,000,000","322,000,000","316,000,000","415,000,000",,,,,,,,,,,,,"377,000,000","384,000,000",,,"154,000,000",,"1,272,000,000",,"-5,000,000","1,518,000,000","984,000,000","1,925,000,000","1,407,000,000","1,346,000,000","1,010,000,000","1,518,000,000","1,084,000,000","322,000,000","1,001,000,000","1,298,000,000","1,093,000,000","1,467,000,000","1,329,000,000",,,"614,000,000","1,415,000,000","1,340,000,000",,,"612,000,000",,"643,000,000","1,242,000,000",,,"663,000,000",,"1,345,000,000",,,"77,000,000","204,000,000","206,000,000",,,"68,000,000",,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-258,000,000","76,000,000","-100,000,000","-68,000,000","-166,000,000","-271,000,000","-318,000,000","-353,000,000","-11,000,000","165,000,000","133,000,000","280,000,000","216,000,000","181,000,000","-92,000,000","263,000,000","171,000,000","126,000,000","123,000,000","242,000,000","169,000,000","149,000,000","132,000,000","239,000,000","148,000,000","149,000,000","128,000,000","229,000,000","138,000,000","88,000,000","195,000,000","225,000,000","131,000,000","136,000,000","79,000,000","208,000,000","90,000,000","106,000,000","65,000,000","180,000,000","21,000,000","120,000,000","54,000,000","152,000,000","-3,000,000","92,000,000","23,000,000","110,000,000","-2,000,000","34,000,000","-10,000,000","45,000,000","-3,000,000","216,000,000","123,000,000","276,000,000","126,000,000","370,000,000","165,000,000","284,000,000","134,000,000","304,000,000","125,000,000","233,000,000","116,000,000","182,000,000","70,000,000","169,000,000","99,000,000","140,000,000","47,000,000","134,000,000","87,000,000","-4,289,000,000","1,480,000,000","32,000,000","105,000,000","81,000,000","-4,196,000,000","1,514,000,000","61,000,000","1,689,000,000","149,000,000","109,000,000","-4,492,000,000","1,607,000,000","98,000,000","1,819,000,000","162,000,000","-575,000,000","388,000,000","87,000,000","49,000,000","40,000,000","-720,000,000","419,000,000","67,000,000","476,000,000","435,000,000","159,000,000","107,000,000","207,000,000","146,000,000","125,000,000","80,000,000","115,000,000","82,000,000","66,000,000","41,000,000","54,000,000","29,000,000","-13,000,000","30,000,000","56,000,000","24,000,000","16,000,000","61,000,000","53,000,000","24,000,000"
NetNonOperatingInterestIncomeExpense,"-189,000,000","-63,000,000","-42,000,000","-43,000,000","-41,000,000","-49,000,000","-66,000,000","-38,000,000","-31,000,000","-78,000,000","-35,000,000","-36,000,000","-35,000,000","-35,000,000","-42,000,000","-43,000,000","-41,000,000","-40,000,000","-41,000,000","-42,000,000","-38,000,000","-37,000,000","-38,000,000","-39,000,000","-38,000,000","-69,000,000","-49,000,000","-51,000,000","-50,000,000","-51,000,000","-50,000,000","-52,000,000","-55,000,000","-46,000,000","-64,000,000","-102,000,000","-75,000,000","-80,000,000","-89,000,000","-91,000,000","-82,000,000","-107,000,000","-82,000,000","-84,000,000","-78,000,000","-111,000,000","-87,000,000","-81,000,000","-95,000,000","-113,000,000","-94,000,000","-80,000,000","-85,000,000","-94,000,000","-79,000,000","-76,000,000",,"-100,000,000","-73,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"2,000,000","0","1,000,000","0","1,000,000","1,000,000","0","1,000,000","6,000,000","9,000,000","8,000,000","7,000,000","8,000,000","7,000,000","3,000,000","2,000,000","3,000,000","2,000,000","2,000,000","1,000,000","1,000,000","1,000,000","0","0","1,000,000","2,000,000","0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","12,000,000","4,000,000","3,000,000","4,000,000","5,000,000","5,000,000","5,000,000","4,000,000","5,000,000","2,000,000","1,000,000","1,000,000","2,000,000","1,000,000","2,000,000","2,000,000","7,000,000","4,000,000","5,000,000",,"10,000,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"191,000,000","63,000,000","43,000,000","43,000,000","42,000,000","50,000,000","66,000,000","39,000,000","37,000,000","82,000,000","43,000,000","43,000,000","43,000,000","36,000,000","45,000,000","45,000,000","44,000,000","36,000,000","43,000,000","43,000,000","39,000,000","32,000,000","38,000,000","39,000,000","39,000,000","63,000,000","49,000,000","52,000,000","51,000,000","44,000,000","51,000,000","53,000,000","56,000,000","37,000,000","65,000,000","103,000,000","76,000,000","80,000,000","93,000,000","94,000,000","86,000,000","112,000,000","87,000,000","89,000,000","82,000,000","116,000,000","89,000,000","82,000,000","96,000,000","115,000,000","95,000,000","82,000,000","87,000,000","101,000,000","83,000,000","81,000,000",,"110,000,000","82,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"5,000,000"
OtherIncomeExpense,"346,000,000","301,000,000","9,000,000","28,000,000","8,000,000","190,000,000","-5,000,000","-11,000,000","2,000,000","2,000,000","278,000,000","62,000,000","10,000,000","247,000,000","554,000,000","8,000,000","130,000,000","24,000,000","62,000,000","39,000,000","24,000,000","14,000,000","33,000,000","183,000,000","65,000,000","82,000,000","15,000,000","51,000,000","7,000,000","218,000,000","6,000,000","1,000,000","-7,000,000","-32,000,000","-2,000,000","28,000,000","12,000,000","10,000,000","-1,000,000","6,000,000","-2,000,000","11,000,000","-4,000,000","7,000,000","1,000,000","5,000,000","-2,000,000","-3,000,000","-7,000,000","5,000,000","10,000,000","-31,000,000","-3,000,000","-14,000,000","1,000,000","-7,000,000","-1,000,000","-25,000,000","3,000,000","-1,000,000","-8,000,000","-11,000,000","-3,000,000","-21,000,000","-11,000,000","0","-1,000,000","69,000,000","-3,000,000","-7,000,000","3,000,000","2,000,000","-7,000,000","-77,000,000","1,000,000","1,000,000","-8,000,000","-11,000,000","-46,000,000","1,000,000","1,000,000","1,000,000","1,000,000","-15,000,000","-50,000,000","3,000,000","3,000,000",,"-2,000,000",,"1,000,000",,,,,,,"4,000,000","12,000,000","-183,000,000","3,000,000","5,000,000","14,000,000","4,000,000","6,000,000","2,000,000","3,000,000","16,000,000","13,000,000","10,000,000","6,000,000","9,000,000","5,000,000","8,000,000","5,000,000","10,000,000","8,000,000","6,000,000","5,000,000"
	GainOnSaleOfSecurity,"-1,000,000",,,,,,"-1,000,000","2,000,000","-1,000,000","-1,000,000","-1,000,000","1,000,000",,,"1,000,000","-1,000,000",,"8,000,000","-2,000,000",,"-2,000,000","5,000,000","-1,000,000","2,000,000","1,000,000","0","-1,000,000","-1,000,000","-1,000,000","1,000,000","-1,000,000","-1,000,000",,"1,000,000","-1,000,000","22,000,000","14,000,000","8,000,000",,,,,,,,,,"-3,000,000",,,,,,,,,"1,000,000",,,"1,000,000","1,000,000","-2,000,000","1,000,000","1,000,000","1,000,000","2,000,000",,,"1,000,000","9,000,000","3,000,000","4,000,000","1,000,000","1,000,000","1,000,000",,"2,000,000","1,000,000","2,000,000","1,000,000",,"1,000,000",,"1,000,000","2,000,000","3,000,000",,,"1,000,000","2,000,000","1,000,000",,"-3,000,000","1,000,000","12,000,000",,,"4,000,000","12,000,000",,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"31,000,000","-5,000,000","2,000,000","25,000,000","9,000,000","-4,000,000","-5,000,000","-25,000,000","4,000,000","1,000,000","4,000,000","4,000,000","5,000,000","5,000,000","6,000,000","9,000,000","10,000,000","11,000,000","4,000,000","8,000,000","7,000,000","2,000,000","8,000,000","9,000,000","2,000,000","43,000,000","7,000,000","22,000,000","-2,000,000","30,000,000","-1,000,000","4,000,000","-8,000,000","-20,000,000","-1,000,000","6,000,000","-2,000,000","0","-1,000,000","5,000,000","-2,000,000","7,000,000","-5,000,000","4,000,000","-2,000,000","4,000,000","-1,000,000","0","-5,000,000","4,000,000","-2,000,000","-32,000,000","-3,000,000","-13,000,000","1,000,000","2,000,000",,"6,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
