name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001
	InterestIncomeNonOperating,"2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,000","1,300,000","700,000","1,400,000","500,000","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"216,000,000","47,000,000","46,000,000","48,000,000","74,000,000","87,000,000","84,000,000","88,000,000","80,000,000","147,000,000","95,000,000","72,000,000","75,000,000","89,000,000","80,000,000","73,000,000","72,000,000","92,000,000","84,000,000","91,000,000","93,000,000","119,000,000","98,000,000","93,000,000","93,000,000","90,300,000","35,600,000","35,800,000","37,400,000","52,100,000","37,700,000","41,900,000","41,100,000","53,800,000","43,700,000","49,400,000","51,700,000","61,300,000","54,000,000","56,600,000","59,400,000","70,500,000","60,500,000","65,800,000","68,000,000","71,300,000","60,900,000","19,300,000","28,300,000","37,000,000","33,200,000","31,800,000","32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,"95,000,000","95,000,000","72,000,000","75,000,000","72,000,000","80,000,000","73,000,000","72,000,000","70,000,000","84,000,000","91,000,000","93,000,000","99,000,000","98,000,000","93,000,000","93,000,000","74,600,000","35,600,000","35,800,000","37,400,000","36,800,000","37,700,000","41,900,000","41,100,000","43,400,000","43,700,000","49,400,000","51,700,000","52,700,000",,,,,,"65,800,000","68,000,000",,"60,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-254,000,000","6,000,000","-92,000,000","324,000,000","-493,000,000","-119,000,000","-4,000,000","74,000,000","-39,000,000","-211,000,000","77,000,000","-120,000,000","-52,000,000","3,000,000","-153,000,000","-4,000,000","3,000,000","4,000,000","-182,000,000","4,000,000","56,000,000","-1,000,000","-6,000,000","-1,000,000","-1,000,000","-8,400,000","-21,200,000","152,100,000","-1,400,000","-3,200,000","-54,800,000","-1,200,000","-500,000","-300,000","5,900,000","-61,900,000","5,100,000","-1,100,000","-1,500,000","-1,800,000","-20,900,000","-75,200,000","-700,000","-200,000","3,300,000","-11,500,000","-137,000,000","-12,600,000","-5,300,000","-136,300,000","1,400,000","5,500,000","1,200,000","1,558,000","-1,884,000","1,866,000","-2,408,000","10,771,000","185,370,000","93,592,000","1,604,000","3,627,000","1,093,000","1,125,000","-277,000","-1,954,000","-6,339,000","576,000","165,000","608,000","294,000","85,000","220,000","13,085,000","474,000","1,265,000","-12,485,000","-2,668,000","-9,214,000","587,000","184,000","201,000","383,000","-190,000"
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43,000",,"-317,000","-1,957,000","-330,000","-406,000","736,000","936,000","2,014,000","1,686,000","259,000","1,833,000",,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-202,000,000","0","-202,000,000",,,"-136,000,000","0",,,"0","-87,000,000",,,"0","-95,000,000",,,,,,,,,,,,,,,,,,,,,,,"24,200,000","-1,500,000","-1,800,000","-20,900,000","-75,200,000","-700,000","-200,000","3,300,000","-11,500,000","-137,000,000","-12,600,000","-5,300,000","-136,300,000","1,400,000","5,500,000","1,200,000","1,601,000","-1,884,000","2,183,000","-451,000","11,101,000","185,776,000","92,856,000","668,000","1,613,000","-593,000","866,000","-2,110,000","-1,837,000","-6,339,000","576,000","165,000","608,000","294,000","85,000","220,000","13,085,000","474,000","1,265,000","-12,485,000","-2,668,000","-9,214,000","587,000","184,000","201,000","383,000","-190,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,860,000","7,010,000",,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"202,000,000","0","202,000,000",,,"136,000,000","0",,,"0","87,000,000",,,"0","95,000,000",,,,,,,,,,,,,,,,,,,,,,,"0",,,,"9,100,000","0",,,"0","154,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,100,000","700,000",,,,"-17,900,000",,,,,,,,,,,,,,,,,,,"-1,023,000","-671,000",,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-52,000,000","6,000,000","110,000,000","324,000,000","-493,000,000","17,000,000","-4,000,000","74,000,000","-39,000,000","-211,000,000","164,000,000","-120,000,000","-52,000,000","3,000,000","-58,000,000","-4,000,000","3,000,000","4,000,000","-182,000,000","4,000,000","56,000,000","-1,000,000","-6,000,000","-1,000,000","-1,000,000","-8,400,000","-21,200,000","152,100,000","-1,400,000","-3,200,000","-54,800,000","-1,200,000","-500,000","-300,000","5,900,000","-61,900,000","5,100,000","-1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"789,000,000","416,000,000","202,000,000","639,000,000","-468,000,000","102,000,000","143,000,000","32,000,000","-11,000,000","-183,000,000","209,000,000","199,000,000","188,000,000","400,000,000","204,000,000","276,000,000","225,000,000","419,000,000","122,000,000","272,000,000","223,000,000","333,000,000","294,000,000","189,000,000","90,000,000","175,800,000","281,500,000","403,300,000","176,300,000","311,100,000","231,200,000","266,600,000","242,100,000","179,900,000","280,300,000","136,300,000","228,500,000","232,300,000","232,400,000","224,300,000","149,200,000","187,000,000","215,200,000","192,900,000","149,200,000","177,100,000","133,100,000","145,000,000","150,200,000","-92,800,000","105,300,000","91,600,000","51,900,000","62,072,000","76,447,000","115,410,000","111,897,000","173,760,000","321,376,000","234,377,000","93,400,000","116,566,000","119,659,000","106,082,000","61,323,000","59,376,000","40,567,000","40,703,000","33,912,000","67,651,000","44,088,000","39,582,000","32,790,000","50,805,000","41,952,000","36,602,000","19,430,000","46,981,000","35,823,000","37,157,000","25,987,000","42,513,000","39,440,000","35,404,000"
TaxProvision,"371,000,000","125,000,000","41,000,000","302,000,000","-97,000,000","2,000,000","121,000,000","4,000,000","-30,000,000","-19,000,000","48,000,000","40,000,000","32,000,000","86,000,000","37,000,000","51,000,000","34,000,000","-581,000,000","51,000,000","132,000,000","79,000,000","117,000,000","103,000,000","66,000,000","31,000,000","64,600,000","100,000,000","156,400,000","57,800,000","101,400,000","72,100,000","80,400,000","80,600,000","95,200,000","97,900,000","40,900,000","75,200,000","78,900,000","79,000,000","65,300,000","50,400,000","59,000,000","65,900,000","61,800,000","52,300,000","54,100,000","48,200,000","53,600,000","55,600,000","-33,700,000","36,300,000","31,600,000","17,900,000","20,119,000","28,071,000","40,867,000","40,955,000","64,290,000","118,909,000","86,533,000","34,745,000","43,235,000","42,799,000","40,629,000","23,487,000","22,958,000","17,900,000","15,312,000","12,757,000","20,630,000","16,313,000","14,645,000","12,132,000","18,553,000","15,627,000","13,634,000","7,238,000","17,971,000","13,840,000","14,213,000","9,940,000","16,949,000","15,381,000","13,808,000"
EarningsFromEquityInterestNetOfTax,"6,000,000","0","0","5,000,000","1,000,000","3,000,000","0","-7,000,000","-1,000,000","8,000,000","-5,000,000","-4,000,000","-7,000,000","-4,000,000","-4,000,000","-7,000,000","-1,000,000","-3,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"417,000,000","291,000,000","158,000,000","341,000,000","-373,000,000","104,000,000","20,000,000","19,000,000","15,000,000","-158,000,000","154,000,000","154,000,000","148,000,000","298,000,000","154,000,000","212,000,000","182,000,000","988,000,000","61,000,000","132,000,000","138,000,000","207,000,000","185,000,000","121,000,000","55,000,000","105,200,000","175,200,000","240,200,000","110,900,000","195,300,000","150,500,000","178,800,000","154,500,000","71,900,000","172,300,000","104,800,000","144,100,000","136,700,000","86,800,000","150,600,000","87,100,000","117,000,000","136,300,000","123,500,000","92,800,000","110,600,000","110,400,000","89,900,000","93,600,000","-53,900,000","67,600,000","59,200,000","33,000,000","28,770,000","43,623,000","71,907,000","70,500,000","108,411,000","245,304,000","148,004,000","59,503,000","75,120,000","78,580,000","66,029,000","39,358,000","36,310,000","23,269,000","47,544,000","23,196,000","37,115,000","29,100,000","24,937,000","20,658,000","30,917,000","26,325,000","22,968,000","12,192,000","29,010,000","21,983,000","22,944,000","16,047,000","26,509,000","24,059,000","21,269,000"
	NetIncome,"417,000,000","291,000,000","158,000,000","341,000,000","-373,000,000","104,000,000","20,000,000","19,000,000","15,000,000","-158,000,000","154,000,000","154,000,000","148,000,000","298,000,000","154,000,000","212,000,000","182,000,000","988,000,000","61,000,000","132,000,000","138,000,000","207,000,000","185,000,000","121,000,000","55,000,000","105,200,000","175,200,000","240,200,000","110,900,000","195,300,000","150,500,000","178,800,000","154,500,000","71,900,000","172,300,000","104,800,000","144,100,000","136,700,000","86,800,000","150,600,000","87,100,000","117,000,000","136,300,000","123,500,000","92,800,000","110,600,000","110,400,000","89,900,000","93,600,000","-53,900,000","67,600,000","59,200,000","33,000,000","28,770,000","43,623,000","71,907,000","70,500,000","108,411,000","245,304,000","148,004,000","59,503,000","75,120,000","78,580,000","66,029,000","39,358,000","36,310,000","23,269,000","47,544,000","23,196,000","37,115,000","29,100,000","24,937,000","20,658,000","30,917,000","26,325,000","22,968,000","12,192,000","29,010,000","21,983,000","22,944,000","16,047,000","26,509,000","24,059,000","21,269,000"
		NetIncomeIncludingNoncontrollingInterests,"424,000,000","291,000,000","161,000,000","342,000,000","-370,000,000","103,000,000","22,000,000","21,000,000","18,000,000","-156,000,000","156,000,000","155,000,000","149,000,000","310,000,000","163,000,000","218,000,000","190,000,000","997,000,000","71,000,000","140,000,000","144,000,000","216,000,000","191,000,000","124,000,000","59,000,000","110,900,000","179,800,000","244,700,000","115,400,000","202,600,000","157,900,000","185,300,000","161,100,000","80,200,000","179,100,000","109,000,000","149,400,000","144,800,000","92,400,000","153,800,000","90,100,000","122,000,000","140,200,000","125,300,000","93,600,000","112,300,000","61,000,000","91,100,000","93,500,000","-52,800,000","69,000,000","59,600,000","32,700,000","29,903,000","46,374,000","72,623,000","70,622,000","109,140,000","246,103,000","148,580,000","59,591,000","75,345,000","78,546,000","65,712,000","39,669,000","36,310,000","23,269,000","47,544,000","23,196,000","37,115,000","29,100,000","24,937,000","20,658,000","30,917,000","26,325,000","22,968,000","12,192,000","29,010,000","21,983,000","22,944,000","16,047,000","26,509,000","24,059,000","21,596,000"
			NetIncomeContinuousOperations,"424,000,000","291,000,000","161,000,000","342,000,000","-370,000,000","103,000,000","22,000,000","21,000,000","18,000,000","-156,000,000","156,000,000","155,000,000","149,000,000","310,000,000","163,000,000","218,000,000","190,000,000","997,000,000","71,000,000","140,000,000","144,000,000","216,000,000","191,000,000","123,000,000","59,000,000","111,200,000","181,500,000","246,900,000","118,500,000","209,700,000","159,100,000","186,200,000","161,500,000","84,700,000","182,400,000","95,400,000","153,300,000","153,400,000","153,400,000","159,000,000","98,800,000","128,000,000","149,300,000","131,100,000","96,900,000","123,000,000","84,900,000","91,400,000","94,600,000","-59,100,000","69,000,000","60,000,000","34,000,000","40,777,000","45,625,000","73,510,000","68,863,000","108,411,000","201,262,000","148,004,000","59,503,000","75,120,000","78,580,000","66,029,000","39,358,000","36,301,000","22,667,000","25,391,000","21,155,000","35,314,000","27,775,000","24,937,000","20,658,000","32,252,000","26,325,000","22,968,000","12,192,000","29,010,000","21,983,000","22,944,000","16,047,000","26,509,000","24,059,000","21,269,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","1,000,000","0","-300,000","-1,700,000","-2,200,000","-3,100,000","-7,100,000","-1,200,000","-900,000","-400,000","-4,500,000","-3,300,000","13,600,000","-3,900,000","-8,600,000","-61,000,000","-5,200,000","-8,700,000","-6,000,000","-9,100,000","-5,800,000","-3,300,000","-10,700,000","-23,900,000","-300,000","-1,100,000","6,300,000","0","-400,000","-1,300,000","-12,007,000","-2,002,000","-1,603,000","1,637,000","0","44,042,000",,,,,,,"9,000","602,000","22,153,000","2,041,000","1,801,000","1,325,000",,,,,,,,,,,,,
		MinorityInterests,"-7,000,000","0","-3,000,000","-1,000,000","-3,000,000","1,000,000","-2,000,000","-2,000,000","-3,000,000","-2,000,000","-2,000,000","-1,000,000","-1,000,000","-12,000,000","-9,000,000","-6,000,000","-8,000,000","-9,000,000","-10,000,000","-8,000,000","-6,000,000","-9,000,000","-6,000,000","-3,000,000","-4,000,000","-5,700,000","-4,600,000","-4,500,000","-4,500,000","-7,300,000","-7,400,000","-6,500,000","-6,600,000","-8,300,000","-6,800,000","-4,200,000","-5,300,000","-8,100,000","-5,600,000","-3,200,000","-3,000,000","-5,000,000","-3,900,000","-1,800,000","-800,000","-1,700,000","49,400,000","-1,200,000","100,000","-1,100,000","-1,400,000","-400,000","300,000","-1,133,000","-2,751,000","-716,000","-122,000","-729,000","-799,000","-576,000","-88,000","-225,000","34,000","317,000","-311,000",,,,,,,,,,,,,,,,,"0",,"-327,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"417,000,000","291,000,000","158,000,000","341,000,000","-373,000,000","104,000,000","20,000,000","19,000,000","15,000,000","-158,000,000","154,000,000","154,000,000","148,000,000","298,000,000","154,000,000","212,000,000","182,000,000","988,000,000","61,000,000","132,000,000","138,000,000","207,000,000","185,000,000","121,000,000","55,000,000","105,200,000","175,200,000","240,200,000","110,900,000","195,300,000","150,500,000","178,800,000","154,500,000","71,900,000","172,300,000","104,800,000","144,100,000","136,700,000","86,800,000","150,600,000","87,100,000","117,000,000","136,300,000","123,500,000","92,800,000","110,600,000","110,400,000","89,900,000","93,600,000","-53,900,000","67,600,000","59,200,000","33,000,000","28,770,000","43,623,000","71,907,000","70,500,000","108,411,000","245,304,000","148,004,000","59,503,000","75,120,000","78,580,000","66,029,000","39,358,000","36,310,000","23,269,000","47,544,000","23,196,000","37,115,000","29,100,000","24,937,000","20,658,000","30,917,000","26,325,000","22,968,000","12,192,000","29,010,000","21,983,000","22,944,000","16,047,000","26,509,000","24,059,000","21,269,000"
BasicEPS,,"0.48","0.26","0.55","-0.6","0.17","0.03","0.03","0.02","-0.26","0.3","0.48","0.46","0.92","0.47","0.64","0.55","2.98","0.18","0.4","0.42","0.63","0.57","0.37","0.17","0.36","0.62","0.85","0.39","0.69","0.53","0.63","0.54","0.25","0.6","0.36","0.5","0.47","0.3","0.51","0.3",,"0.45","0.41","0.31",,"0.33","0.24","0.25",,"0.35","0.31","0.17",,"0.23","0.37","0.36",,"1.27","0.77","0.31",,"0.41","0.34","0.23",,"0.38","0.77","0.38",,"0.46","0.4","0.32",,"0.4","0.35","0.19",,"0.32","0.33","0.23",,"0.35","0.31"
DilutedEPS,,"0.47","0.26","0.55","-0.6","0.16","0.03","0.03","0.02","-0.26","0.29","0.47","0.45","0.91","0.47","0.64","0.54","2.93","0.18","0.4","0.41","0.63","0.56","0.37","0.17","0.35","0.62","0.84","0.39","0.68","0.52","0.62","0.53","0.25","0.59","0.36","0.49","0.46","0.29","0.5","0.29",,"0.44","0.4","0.3",,"0.33","0.23","0.25",,"0.35","0.31","0.17",,"0.23","0.37","0.36",,"1.25","0.75","0.3",,"0.41","0.34","0.23",,"0.37","0.75","0.37",,"0.46","0.39","0.32",,"0.4","0.35","0.18",,"0.32","0.33","0.23",,"0.35","0.31"
